location;date;trend;day;month
Spain;2020-03-02;Palomo;02;03
Spain;2020-03-02;Nekane;02;03
Spain;2020-03-02;4- Arriba;02;03
Spain;2020-03-02;Mystic River;02;03
Spain;2020-03-02;5- Si;02;03
Spain;2020-03-02;Fetato;02;03
Spain;2020-03-02;María Galiana;02;03
Spain;2020-03-02;3- No;02;03
Spain;2020-03-02;Eder Sarabia;02;03
Spain;2020-03-02;candela peña;02;03
Spain;2020-03-02;#2añoslibres;02;03
Spain;2020-03-02;#VivirSinPermiso8;02;03
Spain;2020-03-02;#MeResbala;02;03
Spain;2020-03-02;#conquis7;02;03
Spain;2020-03-02;#MaestrosDeLaCostura;02;03
Spain;2020-03-03;#chelseavsliverpool;03;03
Spain;2020-03-03;#Giandara4M;03;03
Spain;2020-03-03;#UniversoValdano;03;03
Spain;2020-03-03;#SuperTuesday;03;03
Spain;2020-03-03;#PremiosCOAC;03;03
Spain;2020-03-03;#CierreRTVE;03;03
Spain;2020-03-03;#ElCascabel3M;03;03
Spain;2020-03-03;#MahouNames;03;03
Spain;2020-03-03;#ChiringuitoMessi;03;03
Spain;2020-03-03;#WhatsApp;03;03
Spain;2020-03-03;#LaNoche24h;03;03
Spain;2020-03-03;#TrilogíaFascista;03;03
Spain;2020-03-03;#Unpaisparaescucharlo;03;03
Spain;2020-03-03;#ElIntermedio;03;03
Spain;2020-03-03;#hashirhaba;03;03
Spain;2020-03-03;#FACup;03;03
Spain;2020-03-03;#PepeRodríguezEH;03;03
Spain;2020-03-03;#perdida8;03;03
Spain;2020-03-03;rodolfo;03;03
Spain;2020-03-03;Fabinho;03;03
Spain;2020-03-03;Lapro;03;03
Spain;2020-03-03;Lampard;03;03
Spain;2020-03-03;Ministerio de Igualdad;03;03
Spain;2020-03-03;Nino Bravo;03;03
Spain;2020-03-03;el 13;03;03
Spain;2020-03-03;Barkley;03;03
Spain;2020-03-03;Roots;03;03
Spain;2020-03-03;Todibo;03;03
Spain;2020-03-03;chelsea 2-0 liverpool;03;03
Spain;2020-03-03;Antonio Puerta;03;03
Spain;2020-03-03;Actualiza;03;03
Spain;2020-03-03;Nathan Drake;03;03
Spain;2020-03-03;Rudy;03;03
Spain;2020-03-03;Tavares;03;03
Spain;2020-03-03;V de Vendetta;03;03
Spain;2020-03-03;Nepal;03;03
Spain;2020-03-03;Feker Libi;03;03
Spain;2020-03-03;Billy Gilmour;03;03
Spain;2020-03-03;Kepa;03;03
Spain;2020-03-03;FA Cup;03;03
Spain;2020-03-03;Bastinazo;03;03
Spain;2020-03-03;Nairobi;03;03
Spain;2020-03-03;Carlos Sobera;03;03
Spain;2020-03-03;#dondeestabas2007;03;03
Spain;2020-03-03;Ferre;03;03
Spain;2020-03-03;QUÉ SUPERNENA ERES;03;03
Spain;2020-03-03;#FirstDates3M;03;03
Spain;2020-03-03;#EscuchandoCanarias;03;03
Spain;2020-03-03;#CachitosKaraoke;03;03
Spain;2020-03-03;#TierraDeNadie2;03;03
Spain;2020-03-04;#EuroligaDAZN;04;03
Spain;2020-03-04;#LateMotiv;04;03
Spain;2020-03-04;#NeverWornWhite;04;03
Spain;2020-03-04;#İnanBana;04;03
Spain;2020-03-04;#Elcascabel4m;04;03
Spain;2020-03-04;#AurreraReala;04;03
Spain;2020-03-04;#TheBatman;04;03
Spain;2020-03-04;#NoHablesEnMiNombre;04;03
Spain;2020-03-04;#OTDirecto4F;04;03
Spain;2020-03-04;#RepúblicaXFeminismo;04;03
Spain;2020-03-04;#YoVotoArrimadas;04;03
Spain;2020-03-04;#ElPueblo8;04;03
Spain;2020-03-04;#TiempoEH;04;03
Spain;2020-03-04;#SolaYBorracha;04;03
Spain;2020-03-04;El Mirandes;04;03
Spain;2020-03-04;Gregorio;04;03
Spain;2020-03-04;eredivisie;04;03
Spain;2020-03-04;Stories;04;03
Spain;2020-03-04;maccabi;04;03
Spain;2020-03-04;Lo Celso;04;03
Spain;2020-03-04;Tomic;04;03
Spain;2020-03-04;Aupa Real;04;03
Spain;2020-03-04;La Ingobernable;04;03
Spain;2020-03-04;Le Normand;04;03
Spain;2020-03-04;Hatsune Miku;04;03
Spain;2020-03-04;Gagavision;04;03
Spain;2020-03-04;Flamantha;04;03
Spain;2020-03-04;Sánchez Martínez;04;03
Spain;2020-03-04;Batmovil;04;03
Spain;2020-03-04;Adriano;04;03
Spain;2020-03-04;La Cartuja;04;03
Spain;2020-03-04;Copa 32;04;03
Spain;2020-03-04;Josh Adams;04;03
Spain;2020-03-04;OT 2018;04;03
Spain;2020-03-04;Jarabe;04;03
Spain;2020-03-04;Gora Erreala;04;03
Spain;2020-03-04;carmela;04;03
Spain;2020-03-04;Complutense;04;03
Spain;2020-03-04;Tim Krul;04;03
Spain;2020-03-04;Oyarzabal;04;03
Spain;2020-03-04;Gedson;04;03
Spain;2020-03-04;Rosa Díez;04;03
Spain;2020-03-04;Norwich;04;03
Spain;2020-03-04;Frente Obrero;04;03
Spain;2020-03-04;Mirandés;04;03
Spain;2020-03-04;#EspecialCoronavirus;04;03
Spain;2020-03-04;#CopaDelRey;04;03
Spain;2020-03-04;#Néboa8;04;03
Spain;2020-03-04;#elconquis7;04;03
Spain;2020-03-04;#Millonario7;04;03
Spain;2020-03-05;#ChampiHOT;05;03
Spain;2020-03-05;#concursoms;05;03
Spain;2020-03-05;#YoungAndAlive;05;03
Spain;2020-03-05;#ConLosPiesEnElSuelo;05;03
Spain;2020-03-05;#AgoneyHolika2020;05;03
Spain;2020-03-05;#thelastofus;05;03
Spain;2020-03-05;#MuestraSYFY;05;03
Spain;2020-03-05;#euskalfinala;05;03
Spain;2020-03-05;#athlive;05;03
Spain;2020-03-05;#ThisIsNotSpanishAtiny;05;03
Spain;2020-03-05;#CantaremosConMalú;05;03
Spain;2020-03-05;#ElCascabel5M;05;03
Spain;2020-03-05;#LRBeatrizLuengo;05;03
Spain;2020-03-05;#pesadillalolailo;05;03
Spain;2020-03-05;#HoyYaNo6M;05;03
Spain;2020-03-05;#EternaLucha;05;03
Spain;2020-03-05;#BiziAmetsa;05;03
Spain;2020-03-05;#peleteiroeh;05;03
Spain;2020-03-05;#HereticsTalents;05;03
Spain;2020-03-05;#SyCMujeres;05;03
Spain;2020-03-05;#OxitocinaSobresalto;05;03
Spain;2020-03-05;Fcom;05;03
Spain;2020-03-05;Gabarra;05;03
Spain;2020-03-05;Antoñin;05;03
Spain;2020-03-05;Quino;05;03
Spain;2020-03-05;Yeray;05;03
Spain;2020-03-05;Castells;05;03
Spain;2020-03-05;Unai López;05;03
Spain;2020-03-05;Derbi Vasco;05;03
Spain;2020-03-05;Inadmisible;05;03
Spain;2020-03-05;Foulquier;05;03
Spain;2020-03-05;Graná;05;03
Spain;2020-03-05;Ellen Page;05;03
Spain;2020-03-05;Machis;05;03
Spain;2020-03-05;The Last of Us;05;03
Spain;2020-03-05;Final Vasca;05;03
Spain;2020-03-05;San José;05;03
Spain;2020-03-05;Aduriz;05;03
Spain;2020-03-05;Cartuja;05;03
Spain;2020-03-05;Raúl García;05;03
Spain;2020-03-05;Garitano;05;03
Spain;2020-03-05;#YoSalté;05;03
Spain;2020-03-05;QUE PROBABILIDAD HAY;05;03
Spain;2020-03-05;#AlbaRecheEnOT;05;03
Spain;2020-03-05;Yuri;05;03
Spain;2020-03-05;#CoronavirusA3N;05;03
Spain;2020-03-05;#CuéntameHerminia;05;03
Spain;2020-03-05;Granada;05;03
Spain;2020-03-05;#SVGala3;05;03
Spain;2020-03-05;#expoelearning;05;03
Spain;2020-03-06;#ApuestoPorBlas;06;03
Spain;2020-03-06;#YalinMeEnamoraDivinity;06;03
Spain;2020-03-06;#animopues;06;03
Spain;2020-03-06;#AskSamBloodshot;06;03
Spain;2020-03-06;#LaRepúblicaÉsDona;06;03
Spain;2020-03-06;#YoVotoArrimadas;06;03
Spain;2020-03-06;#mocadoradacampnou;06;03
Spain;2020-03-06;#QuimeraTourPamplona;06;03
Spain;2020-03-06;#FandomKiralikAsk2;06;03
Spain;2020-03-06;#Synchronic;06;03
Spain;2020-03-06;#kendimiaffetmiyorum;06;03
Spain;2020-03-06;#freecodefridaycontest;06;03
Spain;2020-03-06;#agujaflamenca1;06;03
Spain;2020-03-06;#VolverteAVer;06;03
Spain;2020-03-06;#FeministasLiberales;06;03
Spain;2020-03-06;#l6cVivaFranco;06;03
Spain;2020-03-06;#TuCaraMeSuena;06;03
Spain;2020-03-06;#equipocura;06;03
Spain;2020-03-06;Nemesis;06;03
Spain;2020-03-06;Sherry Pie;06;03
Spain;2020-03-06;Eternal Atake;06;03
Spain;2020-03-06;Lo del VAR;06;03
Spain;2020-03-06;Arsenio;06;03
Spain;2020-03-06;SXSW;06;03
Spain;2020-03-06;Azkoitia;06;03
Spain;2020-03-06;Diakhaby;06;03
Spain;2020-03-06;Choco;06;03
Spain;2020-03-06;Frank Cuesta;06;03
Spain;2020-03-06;Cillessen;06;03
Spain;2020-03-06;Kondogbia;06;03
Spain;2020-03-06;Kingsman;06;03
Spain;2020-03-06;Wass;06;03
Spain;2020-03-06;Janning;06;03
Spain;2020-03-06;Florenzi;06;03
Spain;2020-03-06;Carlos Soler;06;03
Spain;2020-03-06;McCoy Tyner;06;03
Spain;2020-03-06;Cristina Ramos;06;03
Spain;2020-03-06;Post Malone;06;03
Spain;2020-03-06;Carrillo;06;03
Spain;2020-03-06;Pablo Iglesias e Irene Montero;06;03
Spain;2020-03-06;Mendizorroza;06;03
Spain;2020-03-06;José Manuel Soto;06;03
Spain;2020-03-06;#ResultadoAEA;06;03
Spain;2020-03-06;#FirstDates6M;06;03
Spain;2020-03-06;#meneoConHugoDinioYPol;06;03
Spain;2020-03-06;Gil Manzano;06;03
Spain;2020-03-06;Parejo;06;03
Spain;2020-03-06;#AlavesValencia;06;03
Spain;2020-03-06;Cifuentes;06;03
Spain;2020-03-06;#TCMS9;06;03
Spain;2020-03-07;#TheLodge;07;03
Spain;2020-03-07;#UMK20;07;03
Spain;2020-03-07;#TheTinglao;07;03
Spain;2020-03-07;#FAQSlilithTV3;07;03
Spain;2020-03-07;#FirstDates7M;07;03
Spain;2020-03-07;#melodifestivalen2020;07;03
Spain;2020-03-07;#FestivaldaCancao;07;03
Spain;2020-03-07;#BoxeoDAZN;07;03
Spain;2020-03-07;#BarçaRealSociedad;07;03
Spain;2020-03-07;#GetafeCelta;07;03
Spain;2020-03-07;#MestreMateo20;07;03
Spain;2020-03-07;#NBASaturdays;07;03
Spain;2020-03-07;#L6NJoséBono;07;03
Spain;2020-03-07;#almeriadeporengol;07;03
Spain;2020-03-07;Fnatic;07;03
Spain;2020-03-07;Azcino;07;03
Spain;2020-03-07;Bulletproof;07;03
Spain;2020-03-07;Mariette;07;03
Spain;2020-03-07;uche;07;03
Spain;2020-03-07;Llorente;07;03
Spain;2020-03-07;Darwin Núñez;07;03
Spain;2020-03-07;Mujaid;07;03
Spain;2020-03-07;Miki Leal;07;03
Spain;2020-03-07;Le Normand;07;03
Spain;2020-03-07;La Real;07;03
Spain;2020-03-07;Juanfe;07;03
Spain;2020-03-07;Finlandia;07;03
Spain;2020-03-07;Brais;07;03
Spain;2020-03-07;janna;07;03
Spain;2020-03-07;El Celta;07;03
Spain;2020-03-07;Vázquez;07;03
Spain;2020-03-07;hugo vallejo;07;03
Spain;2020-03-07;VARsa;07;03
Spain;2020-03-07;walls;07;03
Spain;2020-03-07;Rakitic;07;03
Spain;2020-03-07;Somma;07;03
Spain;2020-03-07;Corpas;07;03
Spain;2020-03-07;Peru;07;03
Spain;2020-03-07;Lombardía;07;03
Spain;2020-03-07;El VAR;07;03
Spain;2020-03-07;Suecia;07;03
Spain;2020-03-07;Camp Nou;07;03
Spain;2020-03-07;Santi Mina;07;03
Spain;2020-03-07;The Mamas;07;03
Spain;2020-03-07;#Prodigios4;07;03
Spain;2020-03-07;Vidal;07;03
Spain;2020-03-07;#l6ncoronavirus;07;03
Spain;2020-03-07;#hablamador;07;03
Spain;2020-03-07;#Melfest;07;03
Spain;2020-03-07;#FMSInternacional;07;03
Spain;2020-03-08;#VamosRZ;08;03
Spain;2020-03-08;#OsasunaEspanyol;08;03
Spain;2020-03-08;#hbdsugaitsarmy;08;03
Spain;2020-03-08;#ParisNice;08;03
Spain;2020-03-08;#OnceSeguro;08;03
Spain;2020-03-08;#SenoritaSoojinDay;08;03
Spain;2020-03-08;#RapStarSugaDay;08;03
Spain;2020-03-08;#stayselcaday;08;03
Spain;2020-03-08;#VivaLaVida278;08;03
Spain;2020-03-08;#RealValladolidAthletic;08;03
Spain;2020-03-08;#QatarGP;08;03
Spain;2020-03-08;#YoongiYouShineSoBright;08;03
Spain;2020-03-08;#PreguntasDjMaRiiO;08;03
Spain;2020-03-08;#ItsSugaHyungDay;08;03
Spain;2020-03-08;#MalagaRealZaragoza;08;03
Spain;2020-03-08;#LevanteGranada;08;03
Spain;2020-03-08;#rcde;08;03
Spain;2020-03-08;#Carruseltienepremio;08;03
Spain;2020-03-08;Javi Fuego;08;03
Spain;2020-03-08;Víctor Sánchez;08;03
Spain;2020-03-08;el espanyol;08;03
Spain;2020-03-08;Lunin;08;03
Spain;2020-03-08;Lampard;08;03
Spain;2020-03-08;albert arenas;08;03
Spain;2020-03-08;Munir;08;03
Spain;2020-03-08;Pedro Porro;08;03
Spain;2020-03-08;Ben Arfa;08;03
Spain;2020-03-08;Begoña Gómez;08;03
Spain;2020-03-08;Unal;08;03
Spain;2020-03-08;Unai López;08;03
Spain;2020-03-08;Tete Morente;08;03
Spain;2020-03-08;Everton;08;03
Spain;2020-03-08;Abelardo;08;03
Spain;2020-03-08;Machís;08;03
Spain;2020-03-08;Billy Gilmour;08;03
Spain;2020-03-08;Perkz;08;03
Spain;2020-03-08;dani torres;08;03
Spain;2020-03-08;juanpi;08;03
Spain;2020-03-08;Sandro;08;03
Spain;2020-03-08;Burgui;08;03
Spain;2020-03-08;Nieto;08;03
Spain;2020-03-08;Aitor Fernández;08;03
Spain;2020-03-08;Salisu;08;03
Spain;2020-03-08;min yoongi;08;03
Spain;2020-03-08;El Yamiq;08;03
Spain;2020-03-08;#DirectoAcademia8M;08;03
Spain;2020-03-08;#HoyTocaGala8M;08;03
Spain;2020-03-08;#8Myonovoy;08;03
Spain;2020-03-08;#8Marzo;08;03
Spain;2020-03-08;#HappyBirthdayYoongi;08;03
Spain;2020-03-09;#Çukur;09;03
Spain;2020-03-09;#ParisNiza;09;03
Spain;2020-03-09;#shindanmaker;09;03
Spain;2020-03-09;#SteelSeriesArtics3EnFnac;09;03
Spain;2020-03-09;#malta;09;03
Spain;2020-03-09;#plenocan;09;03
Spain;2020-03-09;#zapeando1572;09;03
Spain;2020-03-09;#WHEntradas;09;03
Spain;2020-03-09;#FrenarLosDesahucios;09;03
Spain;2020-03-09;#Nare;09;03
Spain;2020-03-09;#Giandara9M;09;03
Spain;2020-03-09;#BTSinBarcelona;09;03
Spain;2020-03-09;#Warzone;09;03
Spain;2020-03-09;#EsperamosRoi;09;03
Spain;2020-03-09;#todoesmentira9m;09;03
Spain;2020-03-09;#QueVuelvaMaiteZaldua;09;03
Spain;2020-03-09;#BlackWidow;09;03
Spain;2020-03-09;#EllasInnovan;09;03
Spain;2020-03-09;#EnLaCamaConYalin;09;03
Spain;2020-03-09;#ResultadoAEA;09;03
Spain;2020-03-09;#PlanDeChoqueCOVID19;09;03
Spain;2020-03-09;#MasRolloQue;09;03
Spain;2020-03-09;La Generalitat;09;03
Spain;2020-03-09;Abdoulaye Ba;09;03
Spain;2020-03-09;Merrin;09;03
Spain;2020-03-09;DIMITIR;09;03
Spain;2020-03-09;Papu;09;03
Spain;2020-03-09;modern warfare;09;03
Spain;2020-03-09;ERTE;09;03
Spain;2020-03-09;Dow Jones;09;03
Spain;2020-03-09;o - overwatch;09;03
Spain;2020-03-09;Inevitable de Shakira;09;03
Spain;2020-03-09;ackermann;09;03
Spain;2020-03-09;asesinada;09;03
Spain;2020-03-09;Nizzolo;09;03
Spain;2020-03-09;Supervisor;09;03
Spain;2020-03-09;flash gordon;09;03
Spain;2020-03-09;Marta Gayá;09;03
Spain;2020-03-09;Fran Dieli;09;03
Spain;2020-03-09;Javier Negre;09;03
Spain;2020-03-09;el 1000;09;03
Spain;2020-03-09;Alfred Bosch;09;03
Spain;2020-03-09;el coni;09;03
Spain;2020-03-09;Max Von Sydow;09;03
Spain;2020-03-09;San Patricio;09;03
Spain;2020-03-09;#ChairsForARMY;09;03
Spain;2020-03-09;#HoyNataliaLacunza;09;03
Spain;2020-03-09;#3AbrilLDDTS;09;03
Spain;2020-03-09;#COVID2019;09;03
Spain;2020-03-09;#DirectoAcademia9M;09;03
Spain;2020-03-10;#FaziletNova10Mar;10;03
Spain;2020-03-10;#lacasadelfutbol;10;03
Spain;2020-03-10;#RBLTOT;10;03
Spain;2020-03-10;#CharlasDaily;10;03
Spain;2020-03-10;#LaNoche24h;10;03
Spain;2020-03-10;#NouCoronavirusTV3;10;03
Spain;2020-03-10;#LTWTMadrid;10;03
Spain;2020-03-10;#LimGoHome;10;03
Spain;2020-03-10;#Perdida9;10;03
Spain;2020-03-10;#EibarRealSociedad;10;03
Spain;2020-03-10;#HongjoongReyDeEspaña;10;03
Spain;2020-03-10;#VolemSaberTV3;10;03
Spain;2020-03-10;#PiedrahitaEH;10;03
Spain;2020-03-10;#NACONR6S;10;03
Spain;2020-03-10;#FreeCallofDuty;10;03
Spain;2020-03-10;#dondeestabas2008;10;03
Spain;2020-03-10;Lloris;10;03
Spain;2020-03-10;Juan Sabas;10;03
Spain;2020-03-10;Garay;10;03
Spain;2020-03-10;Carmen Montón;10;03
Spain;2020-03-10;Esto con Rita;10;03
Spain;2020-03-10;gahona;10;03
Spain;2020-03-10;Guillamón;10;03
Spain;2020-03-10;Wass;10;03
Spain;2020-03-10;Remiro;10;03
Spain;2020-03-10;ipurua;10;03
Spain;2020-03-10;Aurier;10;03
Spain;2020-03-10;Suspendidas;10;03
Spain;2020-03-10;Cañizares;10;03
Spain;2020-03-10;Marilia;10;03
Spain;2020-03-10;Gameiro;10;03
Spain;2020-03-10;Estado Civil;10;03
Spain;2020-03-10;Walter White;10;03
Spain;2020-03-10;Angeliño;10;03
Spain;2020-03-10;AVISO IMPORTANTE;10;03
Spain;2020-03-10;Ximo Puig;10;03
Spain;2020-03-10;#EscuchandoCantabriaYPalencia;10;03
Spain;2020-03-10;#firstdates10m;10;03
Spain;2020-03-10;#INFOCoronavirus;10;03
Spain;2020-03-10;Mestalla;10;03
Spain;2020-03-10;Tottenham;10;03
Spain;2020-03-10;#CachitosBis;10;03
Spain;2020-03-10;Ilicic;10;03
Spain;2020-03-10;Atalanta;10;03
Spain;2020-03-10;Fallas;10;03
Spain;2020-03-10;Diakhaby;10;03
Spain;2020-03-10;#TierraDeNadie3;10;03
Spain;2020-03-10;#ESP10Marzo;10;03
Spain;2020-03-10;#LaCafeteraCAUTELAS;10;03
Spain;2020-03-10;#TransformacionDigital;10;03
Spain;2020-03-11;#MiercolesDeBarbas;11;03
Spain;2020-03-11;#11M2020;11;03
Spain;2020-03-11;#DDC19_UNED_1;11;03
Spain;2020-03-11;#Giandara11M;11;03
Spain;2020-03-11;#NiOlvidoNiPerdon;11;03
Spain;2020-03-11;#MiPadreEsElMejorRegalo;11;03
Spain;2020-03-11;#díadelpadrecableworld;11;03
Spain;2020-03-11;#OriAndTheWillOfWisps;11;03
Spain;2020-03-11;#asklauv;11;03
Spain;2020-03-11;#E32020;11;03
Spain;2020-03-11;#papelhigienico;11;03
Spain;2020-03-11;#EvaOT11M;11;03
Spain;2020-03-11;#zapeando1574;11;03
Spain;2020-03-11;3.000 vpo;11;03
Spain;2020-03-11;el e3;11;03
Spain;2020-03-11;lagarde;11;03
Spain;2020-03-11;Cacho;11;03
Spain;2020-03-11;BTS WORLD DOMINATION;11;03
Spain;2020-03-11;C.U.L.O.;11;03
Spain;2020-03-11;SUSPENDIDOS;11;03
Spain;2020-03-11;segunda b y tercera;11;03
Spain;2020-03-11;Ángel Torres;11;03
Spain;2020-03-11;RFAF;11;03
Spain;2020-03-11;La Federación;11;03
Spain;2020-03-11;Hace 16;11;03
Spain;2020-03-11;11 M;11;03
Spain;2020-03-11;comisión delegada;11;03
Spain;2020-03-11;Víctimas del Terrorismo;11;03
Spain;2020-03-11;wingate;11;03
Spain;2020-03-11;Carlos Zambrano;11;03
Spain;2020-03-11;Cuídese;11;03
Spain;2020-03-11;José Ramón Sandoval;11;03
Spain;2020-03-11;CGPJ;11;03
Spain;2020-03-11;Ficzone;11;03
Spain;2020-03-11;Abanto;11;03
Spain;2020-03-11;Amira;11;03
Spain;2020-03-11;Merkel;11;03
Spain;2020-03-11;La Roma;11;03
Spain;2020-03-11;Tenacitas;11;03
Spain;2020-03-11;Harvey Weinstein;11;03
Spain;2020-03-11;Primera y Segunda;11;03
Spain;2020-03-11;Cayetano;11;03
Spain;2020-03-11;El FMI;11;03
Spain;2020-03-11;Paula Gonu;11;03
Spain;2020-03-11;#FrenarLaCurva;11;03
Spain;2020-03-11;#11Marzo;11;03
Spain;2020-03-11;Ana Pastor;11;03
Spain;2020-03-11;#ARMYsWithChairs;11;03
Spain;2020-03-11;#DirectoAcademia11M;11;03
Spain;2020-03-11;#CODVID19;11;03
Spain;2020-03-12;#EmergenciaAutónomos;12;03
Spain;2020-03-12;#soul;12;03
Spain;2020-03-12;#PandemiaMundial;12;03
Spain;2020-03-12;#emergenciasanitaria;12;03
Spain;2020-03-12;#IreneMonteroDimision;12;03
Spain;2020-03-12;#TotEsMouTV3;12;03
Spain;2020-03-12;#CMin;12;03
Spain;2020-03-12;#MonbebeSelcaDay;12;03
Spain;2020-03-12;#twittercultural;12;03
Spain;2020-03-12;#TodoEsMentira12M;12;03
Spain;2020-03-12;#RegaloConCash;12;03
Spain;2020-03-12;#InadinaAsk12M;12;03
Spain;2020-03-12;#PGEdeEmergencia;12;03
Spain;2020-03-12;#EsperandoGentleman;12;03
Spain;2020-03-12;#WeNeedYlenia;12;03
Spain;2020-03-12;Simios;12;03
Spain;2020-03-12;la ull;12;03
Spain;2020-03-12;El Presidente del Gobierno;12;03
Spain;2020-03-12;Armengol;12;03
Spain;2020-03-12;Recomienda;12;03
Spain;2020-03-12;Los Reyes;12;03
Spain;2020-03-12;lambán;12;03
Spain;2020-03-12;Isa Serra;12;03
Spain;2020-03-12;La ATP;12;03
Spain;2020-03-12;lucian;12;03
Spain;2020-03-12;La Manga;12;03
Spain;2020-03-12;Jumanji;12;03
Spain;2020-03-12;PYMES;12;03
Spain;2020-03-12;UCLM;12;03
Spain;2020-03-12;Guillén del Barrio;12;03
Spain;2020-03-12;El BCE;12;03
Spain;2020-03-12;Enfermero;12;03
Spain;2020-03-12;Rusia y Ecuador;12;03
Spain;2020-03-12;La FED;12;03
Spain;2020-03-12;McLaren;12;03
Spain;2020-03-12;Estado de Alarma;12;03
Spain;2020-03-12;Rosa María Mateo;12;03
Spain;2020-03-12;La Semana Santa;12;03
Spain;2020-03-12;Donovan Mitchell;12;03
Spain;2020-03-12;Gracias China;12;03
Spain;2020-03-12;NO SON VACACIONES;12;03
Spain;2020-03-12;#FeriaDelLibroDigital;12;03
Spain;2020-03-12;#PageDimisión;12;03
Spain;2020-03-12;Junta de Andalucía;12;03
Spain;2020-03-12;Castilla La Mancha;12;03
Spain;2020-03-12;#ChollometroEsAhorrar;12;03
Spain;2020-03-12;El Ibex;12;03
Spain;2020-03-12;García Page;12;03
Spain;2020-03-12;#DirectoAcademia12M;12;03
Spain;2020-03-12;#Covid_19;12;03
Spain;2020-03-13;#WHYRUep8;13;03
Spain;2020-03-13;#maitinomeenseño;13;03
Spain;2020-03-13;#gavilanesnovafinal;13;03
Spain;2020-03-13;#inadinaask13m;13;03
